"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras",": Agregar 5 productos al carro de compras","SUCCESS","2023-01-18T10:20:36.0313495-05:00[America/Bogota]","0.0","67.45"
